task,best_avg_ep,best_avg_ep_tloss,best_avg_ep_vloss,best_avg_ep_AUC,best_own_ep,best_own_ep_tloss,best_own_ep_vloss,best_own_ep_AUC
WOMAN,1,1.5906832218170166,1.5449433326721191,0.7040151828847481,1,1.5906832218170166,1.5449433326721191,0.7040151828847481
MAN,1,1.4776928424835205,1.4561575651168823,0.6586304713804714,6,1.4117796421051025,1.4362423419952393,0.6825795454545455
total,1,4.5399370193481445,3.001101016998291,0.6813228271326097,0,0.0,0.0,0.0
